代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
4735,豪展,12/30,32.3,+0.1,+0.31,2025,季,2.3,0,2.3,34.3,7.12,,0,7.12,'25/12/02,,'25/12/19
4736,泰博,12/30,121.5,0,0,2025,年,10,0,10,141.5,7.07,,0,7.07,'25/09/04,,'25/09/25
4737,華廣,12/30,61,+1,+1.67,2025,年,0,0.999,0.999,,0,78.3,1.28,1.28,,'25/09/08,
4743,合一,12/30,56.1,-0.7,-1.23,2025,年,0,0,0,,0,,0,0,,,
4744,皇將,12/30,28.85,-0.05,-0.17,2025,年,0.4,0,0.4,22,1.82,,0,1.82,'25/07/09,,'25/07/31
4745,合富-KY,12/30,25.4,-0.65,-2.5,2025,年,0,0,0,,0,,0,0,,,
4746,台耀,12/30,59.8,-0.5,-0.83,2025,年,3,0,3,66,4.55,,0,4.55,'25/08/21,,'25/09/25
4747,強生,12/30,59.1,-1.2,-1.99,2025,年,1.75,0,1.75,63.4,2.76,,0,2.76,'25/06/26,,'25/07/18
4771,望隼,12/30,173,+1,+0.58,2025,年,5.522,0,5.522,179,3.09,,0,3.09,'25/07/10,,'25/08/14
4911,德英,12/30,43.6,-1,-2.24,2025,年,0.757,0.8,1.557,52.6,1.44,52.6,1.52,2.96,'25/07/29,'25/07/29,'25/08/21
5312,寶島科,12/30,100.5,-1,-0.99,2025,年,7.5,0,7.5,150.5,4.98,,0,4.98,'25/06/26,,'25/07/22
6130,上亞科技,12/30,45.95,-0.25,-0.54,2025,年,0,0,0,,0,,0,0,,,
6242,立康,12/30,39.35,-0.05,-0.13,2025,年,2,0,2,43.1,4.64,,0,4.64,'25/06/16,,'25/07/22
6431,光麗-KY,12/30,27.1,0,0,2025,年,0,0,0,,0,,0,0,,,
