代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
00778B,凱基金融債20+,12/30,35.37,-0.14,-0.39,2025,月,1.73,0,1.73,35.27,5.02,,0,5.02,'25/12/16,,'26/01/13
00779B,凱基美債25+,12/30,28.64,0,0,2025,季,1.134,0,1.134,28.67,3.96,,0,3.96,'25/12/16,,'26/01/13
00780B,國泰A級金融債,12/30,38.06,-0.03,-0.08,2025,季,1.67,0,1.67,37.79,4.51,,0,4.51,'25/11/18,,'25/12/12
00781B,國泰A級科技債,12/30,29.43,0,0,2025,季,1.95,0,1.95,29.65,6.52,,0,6.52,'25/12/16,,'26/01/13
00782B,國泰A級公用債,12/30,31.33,-0.05,-0.16,2025,季,2,0,2,31.84,6.41,,0,6.41,'25/10/20,,'25/11/13
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
00783,富邦中証500,12/30,25.55,+0.05,+0.2,2024,無,0,0,0,,0,,0,0,,,
00785B,富邦金融投等債,12/30,35.95,-0.06,-0.17,2025,季,1.748,0,1.748,35.74,5.04,,0,5.04,'25/10/20,,'25/11/13
00786B,元大10年IG銀行債,12/30,33.32,-0.15,-0.45,2025,季,1.61,0,1.61,33.09,4.99,,0,4.99,'25/11/21,,'25/12/12
00787B,元大10年IG醫療債,12/30,33.05,+0.13,+0.39,2025,季,1.74,0,1.74,33.43,5.31,,0,5.31,'25/12/19,,'26/01/12
00788B,元大10年IG電能債,12/30,30.51,0,0,2025,季,1.7,0,1.7,30.8,5.66,,0,5.66,'25/10/23,,'25/11/14
00789B,復華公司債A3,12/30,49.66,+0.03,+0.06,2025,季,2.41,0,2.41,50,4.94,,0,4.94,'25/10/21,,'25/11/14
00791B,復華信用債1-5,12/30,57,-0.05,-0.09,2025,季,2.278,0,2.278,55.6,4.06,,0,4.06,'25/10/21,,'25/11/14
00792B,群益A級公司債,12/30,32.13,-0.09,-0.28,2025,季,1.73,0,1.73,32.32,5.41,,0,5.41,'25/12/16,,'26/01/13
00793B,群益AAA-A醫療債,12/30,31.27,+0.09,+0.29,2025,季,1.532,0,1.532,31.26,4.94,,0,4.94,'25/12/16,,'26/01/13
00795B,中信美國公債20年,12/30,27.42,-0.01,-0.04,2025,季,1.44,0,1.44,27.61,5.27,,0,5.27,'25/11/18,,'25/12/12
00799B,國泰A級醫療債,12/30,30.48,+0.01,+0.03,2025,季,2.2,0,2.2,30.52,7.26,,0,7.26,'25/11/18,,'25/12/12
00830,國泰費城半導體,12/30,58.05,-0.6,-1.02,2025,年,3.96,0,3.96,47.78,8.29,,0,8.29,'25/01/17,,'25/02/18
00834B,第一金金融債10+,12/30,35.12,+0.04,+0.11,2025,季,1.519,0,1.519,35,4.49,,0,4.49,'25/10/23,,'25/11/18
00836B,永豐10年A公司債,12/30,29.18,-0.08,-0.27,2025,季,1.593,0,1.593,29.62,5.43,,0,5.43,'25/12/23,,'26/01/19
00840B,凱基IG精選15+,12/30,30.72,+0.02,+0.07,2025,月,1.447,0,1.447,30.45,4.8,,0,4.8,'25/12/16,,'26/01/13
00841B,凱基AAA-AA公司債,12/30,29.91,+0.02,+0.07,2025,季,1.39,0,1.39,29.89,4.7,,0,4.7,'25/11/18,,'25/12/12
00842B,台新美元銀行債,12/30,32.26,+0.12,+0.37,2025,季,2.2,0,2.2,32.38,6.98,,0,6.98,'25/10/17,,'25/11/07
00844B,新光15年IG金融債,12/30,32.47,+0.03,+0.09,2025,季,1.57,0,1.57,32.24,5,,0,5,'25/11/20,,'25/12/17
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
00845B,富邦新興投等債,12/30,33.87,-0.11,-0.32,2025,季,1.42,0,1.42,33.82,4.34,,0,4.34,'25/11/18,,'25/12/11
00846B,富邦歐洲銀行債,12/30,36.67,+0.07,+0.19,2025,季,1.804,0,1.804,36.26,5.08,,0,5.08,'25/11/18,,'25/12/11
00847B,中信美國市政債,12/30,26.26,+0.05,+0.19,2025,季,1.4,0,1.4,26.23,5.42,,0,5.42,'25/11/18,,'25/12/12
00848B,中信新興亞洲債,12/30,35.09,+0.01,+0.03,2025,季,1.7,0,1.7,34.7,4.99,,0,4.99,'25/10/20,,'25/11/14
