代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
8042,金山電,12/30,53.6,-0.4,-0.74,2025,年,1.5,0,1.5,30.8,4.87,,0,4.87,'25/04/11,,'25/05/07
8043,蜜望實,12/30,86.6,-1.8,-2.04,2025,年,0.8,0,0.8,27.6,2.9,,0,2.9,'25/08/15,,'25/09/04
8046,南電,12/30,240.5,0,0,2025,年,1,0,1,114,0.88,,0,0.88,'25/07/03,,'25/08/06
8071,能率網通,12/30,18.15,+0.05,+0.28,2025,年,0,0,0,,0,,0,0,,,
8074,鉅橡,12/30,52.6,-0.7,-1.31,2025,年,1,0,1,21.45,4.66,,0,4.66,'25/05/27,,'25/06/18
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
8093,保銳,12/30,13,-0.8,-5.8,2025,年,0,0,0,,0,,0,0,,,
8103,瀚荃,12/30,86,+3.8,+4.62,2025,年,2.862,0,2.862,45.6,6.28,,0,6.28,'25/07/09,,'25/08/01
8109,博大,12/30,101,0,0,2025,年,4.5,0,4.5,91.1,4.94,,0,4.94,'25/03/27,,'25/04/30
8121,越峰,12/30,28.6,-1.05,-3.54,2025,年,0,0,0,,0,,0,0,,,
8147,正淩,12/30,104,-2,-1.89,2025,年,1.991,0,1.991,108.5,1.84,,0,1.84,'25/07/10,,'25/08/06
8155,博智,12/30,169.5,-2,-1.17,2025,年,3.8,0,3.8,124,3.06,,0,3.06,'25/06/26,,'25/07/25
8182,加高,12/30,25.9,-0.1,-0.38,2025,年,2,0,2,28.4,7.04,,0,7.04,'25/07/16,,'25/08/15
8213,志超,12/30,32.45,-0.15,-0.46,2025,年,1.38,0,1.38,33.65,4.1,,0,4.1,'25/07/31,,'25/08/21
8249,菱光,12/30,50.3,-0.6,-1.18,2025,半年,2.017,0,2.017,53.5,3.77,,0,3.77,'25/07/25,,'25/08/20
8289,泰藝,12/30,20.9,+0.1,+0.48,2025,年,0.3,0,0.3,20,1.5,,0,1.5,'25/08/26,,'25/09/24
8358,金居,12/30,271.5,0,0,2025,年,1.501,0,1.501,83.6,1.8,,0,1.8,'25/07/21,,'25/08/20
